"#name","#img","School","City","Country","Description","Forest Health","Insect Damage","Insects Identified","RecentFire","Year of Last Fire","Coniferous Trees","Deciduous Trees","Bushes Present","Tall Grass Present","Deadwood on the floor","Standing Deadwood","Lichens","Lichen Branches","New Trees","Old Trees","Protected Area","Managed Forest?","Evidence of Logging","Average Precipitation this Year","Average Temperature this Year","River, Lake or Spring Nearby?","Distance to Major Road","Distance to Settlement","Date#date","Latitude#number","Longitude#number","#href","See it in GFW#link#hidden"
"Photo 65","default","Francis W. Parker School","Chicago, IL","USA","Mostly green and healthy trees. Minimal dead branches.","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","25-50%","25-50%","No","Yes","No","I don't know","Colder","Yes","1-2km","0-1km","4/26/2016","41.925829","-87.637231","http://www.globalforestwatch.org/map/13/41.925829/-87.637231/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.637231/http://www.globalforestwatch.org/map/13/41.925829/-87.637231/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 66","default","Francis W. Parker School","Chicago, IL","USA","Small white flowers on the tree surrounded by green bushes","Excellent","No","","No","","Below 25%","50-75%","Yes","Yes","Virtually absent","Absent","No","No","50-75%","25-50%","Yes","Yes","No","Wetter","Warmer","Yes","0-1km","0-1km","4/26/2016","41.922105","-87.636142","http://www.globalforestwatch.org/map/13/41.922105/-87.636142/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636142/http://www.globalforestwatch.org/map/13/41.922105/-87.636142/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 67","default","Francis W. Parker School","Chicago, IL","USA","","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","I don't know","I don't know","50-75%","50-75%","No","Yes","No","Wetter","Colder","Yes","1-2km","2-5km","4/26/2016","42.326062","-86.374512","http://www.globalforestwatch.org/map/13/42.326062/-86.374512/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-86.374512/http://www.globalforestwatch.org/map/13/42.326062/-86.374512/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 68","default","Francis W. Parker School","Chicago, IL","USA","I saw many deciduous trees and the majority of the trees were young and healthy.","Excellent","I don't know","","No","","Below 25%","Above 75%","Yes","No","Large amount","Small amount","No","No","50-75%","25-50%","No","Yes","No","Normal","Normal","Yes","0-1km","0-1km","4/26/2016","41.92369","-87.635182","http://www.globalforestwatch.org/map/13/41.923690/-87.635182/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.635182/http://www.globalforestwatch.org/map/13/41.923690/-87.635182/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 69","default","Francis W. Parker School","Chicago, IL","USA","The tree doesn't have any leaves on it and it looks like some of the branches have been chopped off","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Small amount","Small amount","No","No","25-50%","50-75%","No","Yes","No","I don't know","Colder","Yes","1-2km","2-5km","4/26/2016","41.92278","-87.636051","http://www.globalforestwatch.org/map/13/41.922780/-87.636051/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636051/http://www.globalforestwatch.org/map/13/41.922780/-87.636051/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 70","default","Francis W. Parker School","Chicago, IL","USA","The majority of the trees i saw were deciduous but there was this on small patch of coniferous trees.","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Small amount","Small amount","I don't know","No","Below 25%","Below 25%","No","I don't know","No","Normal","Colder","Yes","0-1km","0-1km","4/26/2016","41.920545","-87.63294","http://www.globalforestwatch.org/map/13/41.920545/-87.632940/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.632940/http://www.globalforestwatch.org/map/13/41.920545/-87.632940/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 71","default","Francis W. Parker School","Chicago, IL","USA","Very old with no leaves","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","No","No","50-75%","25-50%","Yes","Yes","No","Wetter","Warmer","Yes","0-1km","0-1km","4/26/2016","41.922549","-87.636142","http://www.globalforestwatch.org/map/13/41.922549/-87.636142/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636142/http://www.globalforestwatch.org/map/13/41.922549/-87.636142/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 72","default","Francis W. Parker School","Chicago, IL","USA","Very green trees with not a lot of dead branches. Is in a nice park that is well kept.","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","No","No","50-75%","25-50%","No","I don't know","No","I don't know","Colder","Yes","1-2km","0-1km","4/26/2016","41.925068","-87.636099","http://www.globalforestwatch.org/map/13/41.925068/-87.636099/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636099/http://www.globalforestwatch.org/map/13/41.925068/-87.636099/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 73","default","Francis W. Parker School","Chicago, IL","USA","Lots of trees and plants on the planting area. There is a clear walkway made of untouched grass with no plants. All plants and trees are on the sides of the path. Many large trees that are deciduous no coniferous what so ever.","Excellent","No","","No","","Below 25%","50-75%","No","No","Virtually absent","Small amount","No","No","50-75%","Below 25%","No","Yes","No","Normal","Colder","Yes","0-1km","0-1km","4/26/2016","41.920832","-87.63604","http://www.globalforestwatch.org/map/13/41.920832/-87.636040/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636040/http://www.globalforestwatch.org/map/13/41.920832/-87.636040/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 74","default","Francis W. Parker School","Chicago, IL","USA","Most of the trees that I saw were smaller deciduous trees.","Fair","No","","No","","Below 25%","Above 75%","Yes","No","Small amount","Small amount","No","No","Below 25%","Below 25%","No","No","No","Normal","Colder","Yes","0-1km","0-1km","4/26/2016","41.919778","-87.634635","http://www.globalforestwatch.org/map/13/41.919778/-87.634635/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.634635/http://www.globalforestwatch.org/map/13/41.919778/-87.634635/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 75","default","Francis W. Parker School","Chicago, IL","USA","Plenty of trees and plants. There is a path made out of grass with no plants. The sides hold all of the plants and trees. There are lots od deciduous trees, and very few carnifuous trees.","Excellent","No","","No","","Below 25%","50-75%","No","No","Virtually absent","Small amount","No","No","50-75%","Below 25%","No","No","No","Normal","Colder","Yes","0-1km","0-1km","4/26/2016","41.920944","-87.636083","http://www.globalforestwatch.org/map/13/41.920944/-87.636083/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636083/http://www.globalforestwatch.org/map/13/41.920944/-87.636083/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 76","default","Francis W. Parker School","Chicago, IL","USA","This is a coniferous tree that we saw in the park near several deciduous trees","Fair","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","No","No","25-50%","25-50%","Yes","Yes","No","Normal","Colder","Yes","0-1km","0-1km","4/26/2016","41.923571","-87.636258","http://www.globalforestwatch.org/map/13/41.923571/-87.636258/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636258/http://www.globalforestwatch.org/map/13/41.923571/-87.636258/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 84","default","Francis W. Parker School","Chicago, IL","USA","It is clearly a managed forest with mostly deciduous trees.","Excellent","I don't know","","No","","Below 25%","Above 75%","Yes","I don't know","Virtually absent","Small amount","No","No","25-50%","50-75%","I don't know","Yes","No","I don't know","Warmer","Yes","0-1km","0-1km","4/26/2016","41.926292","-87.637167","http://www.globalforestwatch.org/map/13/41.926292/-87.637167/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.637167/http://www.globalforestwatch.org/map/13/41.926292/-87.637167/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 85","default","Francis W. Parker School","Chicago, IL","USA","","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","25-50%","25-50%","I don't know","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/26/2016","41.924153","-87.636116","http://www.globalforestwatch.org/map/13/41.924153/-87.636116/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636116/http://www.globalforestwatch.org/map/13/41.924153/-87.636116/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 86","default","Francis W. Parker School","Chicago, IL","USA","- Many more deciduous trees than coniferous trees.\n- Some trees looked connected or trimmed.\n- Overall condition of forest was fine.","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","I don't know","Small amount","No","I don't know","Above 75%","Below 25%","Yes","Yes","Yes","Drier","Colder","Yes","0-1km","0-1km","4/26/2016","41.869561","-87.539063","http://www.globalforestwatch.org/map/13/41.869561/-87.539063/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.539063/http://www.globalforestwatch.org/map/13/41.869561/-87.539063/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 87","default","Francis W. Parker School","Chicago, IL","USA","","Fair","I don't know","","No","","Below 25%","Above 75%","No","No","Virtually absent","Small amount","No","No","25-50%","25-50%","Yes","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/27/2016","41.924361","-87.636271","http://www.globalforestwatch.org/map/13/41.924361/-87.636271/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636271/http://www.globalforestwatch.org/map/13/41.924361/-87.636271/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 88","default","Francis W. Parker School","Chicago, IL","USA","","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","25-50%","25-50%","I don't know","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/26/2016","41.923834","-87.636062","http://www.globalforestwatch.org/map/13/41.923834/-87.636062/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636062/http://www.globalforestwatch.org/map/13/41.923834/-87.636062/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 89","default","Francis W. Parker School","Chicago, IL","USA","","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","25-50%","25-50%","Yes","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/27/2016","41.92452","-87.636169","http://www.globalforestwatch.org/map/13/41.924520/-87.636169/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636169/http://www.globalforestwatch.org/map/13/41.924520/-87.636169/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 90","default","Francis W. Parker School","Chicago, IL","USA","I thought that the forest was very well managed and taken care of. From what I saw, it seems pretty healthy!","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","Yes","No","25-50%","25-50%","I don't know","Yes","No","Wetter","Colder","Yes","0-1km","0-1km","4/26/2016","41.930124","-87.638369","http://www.globalforestwatch.org/map/13/41.930124/-87.638369/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.638369/http://www.globalforestwatch.org/map/13/41.930124/-87.638369/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 91","default","Francis W. Parker School","Chicago, IL","USA","Very healthy, next to no dead trees. Good amount of each type of tree.","Excellent","No","","No","","50-75%","50-75%","Yes","No","Virtually absent","Small amount","Yes","No","Above 75%","Below 25%","No","Yes","No","Drier","Colder","Yes","0-1km","0-1km","4/26/2016","41.923331","-87.636126","http://www.globalforestwatch.org/map/13/41.923331/-87.636126/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636126/http://www.globalforestwatch.org/map/13/41.923331/-87.636126/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 92","default","Francis W. Parker School","Chicago, IL","USA","- Good conditions in the forest.\n- Some trees have shown signs of artificial alteration.\n- Many more deciduous trees than coniferous","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","I don't know","Small amount","No","I don't know","50-75%","Below 25%","Yes","Yes","Yes","Drier","Colder","Yes","0-1km","0-1km","4/26/2016","41.836828","-87.626953","http://www.globalforestwatch.org/map/13/41.836828/-87.626953/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.626953/http://www.globalforestwatch.org/map/13/41.836828/-87.626953/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
